Wavelength (A)	Intensity [J/eV/sr/cm^2]
 6.58965E+00	 5.67255E-05
 6.58988E+00	 6.57878E-05
 6.59011E+00	 7.02613E-05
 6.59034E+00	 7.25608E-05
 6.59057E+00	 7.34922E-05
 6.59080E+00	 7.55469E-05
 6.59103E+00	 7.73508E-05
 6.59126E+00	 7.38604E-05
 6.59149E+00	 7.28545E-05
 6.59172E+00	 7.55665E-05
 6.59195E+00	 8.45439E-05
 6.59218E+00	 9.38724E-05
 6.59241E+00	 1.16014E-04
 6.59264E+00	 1.46367E-04
 6.59287E+00	 1.73798E-04
 6.59310E+00	 1.70916E-04
 6.59333E+00	 1.69232E-04
 6.59356E+00	 1.67358E-04
 6.59379E+00	 1.33373E-04
 6.59402E+00	 9.83707E-05
 6.59425E+00	 8.57378E-05
 6.59448E+00	 8.70918E-05
 6.59471E+00	 8.81194E-05
 6.59494E+00	 9.41424E-05
 6.59517E+00	 1.02152E-04
 6.59540E+00	 1.02153E-04
 6.59563E+00	 9.30274E-05
 6.59586E+00	 8.39466E-05
 6.59609E+00	 8.35742E-05
 6.59632E+00	 8.45418E-05
 6.59655E+00	 8.43638E-05
 6.59678E+00	 6.79119E-05
 6.59701E+00	 5.15235E-05
 6.59724E+00	 4.79180E-05
 6.59747E+00	 5.94741E-05
 6.59770E+00	 7.10273E-05
 6.59793E+00	 8.43525E-05
 6.59816E+00	 9.78220E-05
 6.59839E+00	 1.14151E-04
 6.59862E+00	 1.44418E-04
 6.59885E+00	 1.74623E-04
 6.59908E+00	 1.85360E-04
 6.59931E+00	 1.79074E-04
 6.59954E+00	 1.72760E-04
 6.59977E+00	 1.66459E-04
 6.59999E+00	 1.60235E-04
 6.60022E+00	 1.54926E-04
 6.60045E+00	 1.46494E-04
 6.60068E+00	 1.38067E-04
 6.60091E+00	 1.30880E-04
 6.60114E+00	 1.21846E-04
 6.60137E+00	 1.14129E-04
 6.60160E+00	 1.11605E-04
 6.60183E+00	 1.09644E-04
 6.60206E+00	 1.18513E-04
 6.60229E+00	 1.41074E-04
 6.60252E+00	 1.57824E-04
 6.60275E+00	 1.47176E-04
 6.60298E+00	 1.35260E-04
 6.60321E+00	 1.29083E-04
 6.60344E+00	 1.29993E-04
 6.60367E+00	 1.31593E-04
 6.60390E+00	 1.43915E-04
 6.60413E+00	 1.57447E-04
 6.60436E+00	 1.64925E-04
 6.60459E+00	 1.66122E-04
 6.60482E+00	 1.68929E-04
 6.60505E+00	 1.78697E-04
 6.60528E+00	 1.67851E-04
 6.60551E+00	 1.54336E-04
 6.60574E+00	 1.42058E-04
 6.60597E+00	 1.29530E-04
 6.60620E+00	 1.15477E-04
 6.60643E+00	 1.06207E-04
 6.60666E+00	 1.01364E-04
 6.60689E+00	 9.64187E-05
 6.60712E+00	 8.67935E-05
 6.60735E+00	 8.00598E-05
 6.60758E+00	 7.59662E-05
 6.60781E+00	 6.93280E-05
 6.60804E+00	 5.14326E-05
 6.60827E+00	 3.57328E-05
 6.60850E+00	 2.42228E-05
 6.60873E+00	 1.63947E-05
 6.60896E+00	 1.74730E-05
 6.60919E+00	 2.04141E-05
 6.60942E+00	 2.38749E-05
 6.60965E+00	 2.85509E-05
 6.60988E+00	 3.72560E-05
 6.61011E+00	 4.51475E-05
 6.61034E+00	 5.10151E-05
 6.61057E+00	 5.57932E-05
 6.61080E+00	 6.46781E-05
 6.61102E+00	 6.87901E-05
 6.61125E+00	 7.33112E-05
 6.61148E+00	 7.80622E-05
 6.61171E+00	 8.11917E-05
 6.61194E+00	 7.83428E-05
 6.61217E+00	 7.33665E-05
 6.61240E+00	 6.87849E-05
 6.61263E+00	 6.83883E-05
 6.61286E+00	 6.91646E-05
 6.61309E+00	 7.02371E-05
 6.61332E+00	 7.61003E-05
 6.61355E+00	 8.42358E-05
 6.61378E+00	 8.63458E-05
 6.61401E+00	 8.07712E-05
 6.61424E+00	 7.51865E-05
 6.61447E+00	 7.05539E-05
 6.61470E+00	 7.09226E-05
 6.61493E+00	 7.21053E-05
 6.61516E+00	 9.08825E-05
 6.61539E+00	 1.11700E-04
 6.61562E+00	 1.31222E-04
 6.61585E+00	 1.36524E-04
 6.61608E+00	 1.41837E-04
 6.61631E+00	 1.33937E-04
 6.61654E+00	 1.19898E-04
 6.61677E+00	 1.07418E-04
 6.61700E+00	 1.02763E-04
 6.61723E+00	 9.80847E-05
 6.61746E+00	 9.30352E-05
 6.61769E+00	 8.93181E-05
 6.61792E+00	 8.55134E-05
 6.61815E+00	 8.77782E-05
 6.61838E+00	 9.05884E-05
 6.61861E+00	 8.82628E-05
 6.61884E+00	 7.73627E-05
 6.61907E+00	 6.64780E-05
 6.61930E+00	 6.50477E-05
 6.61953E+00	 6.67565E-05
 6.61976E+00	 6.67364E-05
 6.61999E+00	 5.88474E-05
 6.62022E+00	 5.09845E-05
 6.62045E+00	 4.78655E-05
 6.62068E+00	 4.87520E-05
 6.62091E+00	 4.95099E-05
 6.62114E+00	 5.16886E-05
 6.62137E+00	 5.64336E-05
 6.62160E+00	 6.33682E-05
 6.62182E+00	 7.21078E-05
 6.62205E+00	 8.08291E-05
 6.62228E+00	 8.49806E-05
 6.62251E+00	 8.32834E-05
 6.62274E+00	 8.16152E-05
 6.62297E+00	 8.08497E-05
 6.62320E+00	 8.04097E-05
 6.62343E+00	 8.13778E-05
 6.62366E+00	 1.00184E-04
 6.62389E+00	 1.19734E-04
 6.62412E+00	 1.43883E-04
 6.62435E+00	 1.65434E-04
 6.62458E+00	 1.83984E-04
 6.62481E+00	 1.71766E-04
 6.62504E+00	 1.50038E-04
 6.62527E+00	 1.27769E-04
 6.62550E+00	 1.18368E-04
 6.62573E+00	 1.08017E-04
 6.62596E+00	 1.00869E-04
 6.62619E+00	 1.00432E-04
 6.62642E+00	 1.03202E-04
 6.62665E+00	 1.08659E-04
 6.62688E+00	 1.16155E-04
 6.62711E+00	 1.31039E-04
 6.62734E+00	 1.47702E-04
 6.62757E+00	 1.59388E-04
 6.62780E+00	 1.65183E-04
 6.62803E+00	 1.67929E-04
 6.62826E+00	 1.60883E-04
 6.62849E+00	 1.67924E-04
 6.62872E+00	 1.82165E-04
 6.62895E+00	 2.00693E-04
 6.62918E+00	 2.16817E-04
 6.62941E+00	 2.34348E-04
 6.62964E+00	 2.32908E-04
 6.62987E+00	 2.11697E-04
 6.63010E+00	 1.97671E-04
 6.63033E+00	 1.87163E-04
 6.63056E+00	 1.77804E-04
 6.63079E+00	 1.72736E-04
 6.63102E+00	 1.93165E-04
 6.63125E+00	 2.23249E-04
 6.63148E+00	 2.49686E-04
 6.63171E+00	 2.64716E-04
 6.63194E+00	 2.71895E-04
 6.63217E+00	 2.73666E-04
 6.63240E+00	 2.67864E-04
 6.63263E+00	 2.62454E-04
 6.63285E+00	 2.59677E-04
 6.63308E+00	 2.50802E-04
 6.63331E+00	 2.43505E-04
 6.63354E+00	 2.40705E-04
 6.63377E+00	 2.39059E-04
 6.63400E+00	 2.35404E-04
 6.63423E+00	 2.34251E-04
 6.63446E+00	 2.33645E-04
 6.63469E+00	 2.35714E-04
 6.63492E+00	 2.38064E-04
 6.63515E+00	 2.41333E-04
 6.63538E+00	 2.62506E-04
 6.63561E+00	 2.84118E-04
 6.63584E+00	 2.95872E-04
 6.63607E+00	 2.97418E-04
 6.63630E+00	 2.97515E-04
 6.63653E+00	 2.91412E-04
 6.63676E+00	 2.85342E-04
 6.63699E+00	 2.72180E-04
 6.63722E+00	 2.49603E-04
 6.63745E+00	 2.26964E-04
 6.63768E+00	 2.04071E-04
 6.63791E+00	 1.81900E-04
 6.63814E+00	 1.62409E-04
 6.63837E+00	 1.54604E-04
 6.63860E+00	 1.46826E-04
 6.63883E+00	 1.49212E-04
 6.63906E+00	 1.60751E-04
 6.63929E+00	 1.72340E-04
 6.63952E+00	 1.97945E-04
 6.63975E+00	 2.25360E-04
 6.63998E+00	 2.51456E-04
 6.64021E+00	 2.71686E-04
 6.64044E+00	 2.91997E-04
 6.64067E+00	 3.33623E-04
 6.64090E+00	 3.88754E-04
 6.64113E+00	 4.44750E-04
 6.64136E+00	 5.17907E-04
 6.64159E+00	 5.92308E-04
 6.64182E+00	 6.61326E-04
 6.64205E+00	 7.19709E-04
 6.64228E+00	 7.78151E-04
 6.64251E+00	 8.63226E-04
 6.64274E+00	 9.55795E-04
 6.64297E+00	 1.05908E-03
 6.64320E+00	 1.21813E-03
 6.64342E+00	 1.38009E-03
 6.64365E+00	 1.57985E-03
 6.64388E+00	 1.82012E-03
 6.64411E+00	 2.06017E-03
 6.64434E+00	 2.29884E-03
 6.64457E+00	 2.53921E-03
 6.64480E+00	 2.70616E-03
 6.64503E+00	 2.71673E-03
 6.64526E+00	 2.72391E-03
 6.64549E+00	 2.78321E-03
 6.64572E+00	 2.81634E-03
 6.64595E+00	 2.89123E-03
 6.64618E+00	 3.10987E-03
 6.64641E+00	 3.38039E-03
 6.64664E+00	 3.87861E-03
 6.64687E+00	 4.71806E-03
 6.64710E+00	 5.71227E-03
 6.64733E+00	 7.29618E-03
 6.64756E+00	 9.29570E-03
 6.64779E+00	 1.15872E-02
 6.64802E+00	 1.44359E-02
 6.64825E+00	 1.74910E-02
 6.64848E+00	 2.03616E-02
 6.64871E+00	 2.24630E-02
 6.64894E+00	 2.38174E-02
 6.64917E+00	 2.39117E-02
 6.64940E+00	 2.29219E-02
 6.64963E+00	 2.09127E-02
 6.64986E+00	 1.83302E-02
 6.65009E+00	 1.55506E-02
 6.65032E+00	 1.28545E-02
 6.65055E+00	 1.05789E-02
 6.65078E+00	 8.72745E-03
 6.65101E+00	 7.19179E-03
 6.65124E+00	 6.05054E-03
 6.65147E+00	 5.26571E-03
 6.65170E+00	 4.65598E-03
 6.65193E+00	 4.14117E-03
 6.65216E+00	 3.64522E-03
 6.65239E+00	 3.31204E-03
 6.65262E+00	 3.04163E-03
 6.65285E+00	 2.77141E-03
 6.65308E+00	 2.54188E-03
 6.65331E+00	 2.37005E-03
 6.65354E+00	 2.17071E-03
 6.65377E+00	 1.98271E-03
 6.65400E+00	 1.81000E-03
 6.65423E+00	 1.84044E-03
 6.65446E+00	 1.93420E-03
 6.65469E+00	 2.00455E-03
 6.65491E+00	 2.01440E-03
 6.65514E+00	 2.01089E-03
 6.65537E+00	 1.97494E-03
 6.65560E+00	 1.90049E-03
 6.65583E+00	 1.82778E-03
 6.65606E+00	 1.77621E-03
 6.65629E+00	 1.72166E-03
 6.65652E+00	 1.65272E-03
 6.65675E+00	 1.57190E-03
 6.65698E+00	 1.49206E-03
 6.65721E+00	 1.44830E-03
 6.65744E+00	 1.42562E-03
 6.65767E+00	 1.40674E-03
 6.65790E+00	 1.42716E-03
 6.65813E+00	 1.44992E-03
 6.65836E+00	 1.44366E-03
 6.65859E+00	 1.39058E-03
 6.65882E+00	 1.33804E-03
 6.65905E+00	 1.30772E-03
 6.65928E+00	 1.28620E-03
 6.65951E+00	 1.26959E-03
 6.65974E+00	 1.28425E-03
 6.65997E+00	 1.29894E-03
 6.66020E+00	 1.30344E-03
 6.66043E+00	 1.29596E-03
 6.66066E+00	 1.28849E-03
 6.66089E+00	 1.31384E-03
 6.66112E+00	 1.34764E-03
 6.66135E+00	 1.39483E-03
 6.66158E+00	 1.52918E-03
 6.66181E+00	 1.66388E-03
 6.66204E+00	 1.79338E-03
 6.66227E+00	 1.92462E-03
 6.66250E+00	 2.05417E-03
 6.66273E+00	 2.07148E-03
 6.66296E+00	 2.06972E-03
 6.66319E+00	 2.04137E-03
 6.66342E+00	 1.90977E-03
 6.66365E+00	 1.77698E-03
 6.66388E+00	 1.61240E-03
 6.66411E+00	 1.41721E-03
 6.66434E+00	 1.22257E-03
 6.66457E+00	 1.07426E-03
 6.66480E+00	 9.34517E-04
 6.66503E+00	 8.09502E-04
 6.66526E+00	 7.48608E-04
 6.66548E+00	 6.87255E-04
 6.66571E+00	 6.19655E-04
 6.66594E+00	 5.47631E-04
 6.66617E+00	 4.78221E-04
 6.66640E+00	 4.17380E-04
 6.66663E+00	 3.57478E-04
 6.66686E+00	 3.07760E-04
 6.66709E+00	 2.69369E-04
 6.66732E+00	 2.35875E-04
 6.66755E+00	 2.05321E-04
 6.66778E+00	 1.69257E-04
 6.66801E+00	 1.37083E-04
 6.66824E+00	 1.23914E-04
 6.66847E+00	 1.14106E-04
 6.66870E+00	 1.10659E-04
 6.66893E+00	 1.21271E-04
 6.66916E+00	 1.44399E-04
 6.66939E+00	 1.72836E-04
 6.66962E+00	 1.98624E-04
 6.66985E+00	 2.12836E-04
 6.67008E+00	 2.10597E-04
 6.67031E+00	 2.10352E-04
 6.67054E+00	 2.14540E-04
 6.67077E+00	 2.14754E-04
 6.67100E+00	 2.10842E-04
 6.67123E+00	 2.15270E-04
 6.67146E+00	 2.32011E-04
 6.67169E+00	 2.64100E-04
 6.67192E+00	 2.86423E-04
 6.67215E+00	 3.24777E-04
 6.67238E+00	 3.76270E-04
 6.67261E+00	 4.40943E-04
 6.67284E+00	 4.91895E-04
 6.67307E+00	 5.53444E-04
 6.67330E+00	 5.92062E-04
 6.67353E+00	 6.00160E-04
 6.67376E+00	 5.86446E-04
 6.67399E+00	 5.99717E-04
 6.67422E+00	 6.17945E-04
 6.67445E+00	 6.40810E-04
 6.67468E+00	 6.60650E-04
 6.67491E+00	 6.72447E-04
 6.67514E+00	 6.97580E-04
 6.67537E+00	 7.29330E-04
 6.67560E+00	 7.71952E-04
 6.67583E+00	 8.30027E-04
 6.67606E+00	 9.09028E-04
 6.67629E+00	 1.07635E-03
 6.67652E+00	 1.27142E-03
 6.67674E+00	 1.52339E-03
 6.67697E+00	 1.83591E-03
 6.67720E+00	 2.14963E-03
 6.67743E+00	 2.42295E-03
 6.67766E+00	 2.69418E-03
 6.67789E+00	 2.96529E-03
 6.67812E+00	 3.18537E-03
 6.67835E+00	 3.39421E-03
 6.67858E+00	 3.47260E-03
 6.67881E+00	 3.39592E-03
 6.67904E+00	 3.31789E-03
 6.67927E+00	 3.02715E-03
 6.67950E+00	 2.69854E-03
 6.67973E+00	 2.40799E-03
 6.67996E+00	 2.29002E-03
 6.68019E+00	 2.17164E-03
 6.68042E+00	 2.27144E-03
 6.68065E+00	 2.53411E-03
 6.68088E+00	 2.79910E-03
 6.68111E+00	 3.63033E-03
 6.68134E+00	 4.49122E-03
 6.68157E+00	 5.29413E-03
 6.68180E+00	 5.96865E-03
 6.68203E+00	 6.64378E-03
 6.68226E+00	 6.67752E-03
 6.68249E+00	 6.43066E-03
 6.68272E+00	 6.13243E-03
 6.68295E+00	 5.19437E-03
 6.68318E+00	 4.25401E-03
 6.68341E+00	 3.48623E-03
 6.68364E+00	 2.90322E-03
 6.68387E+00	 2.31897E-03
 6.68410E+00	 1.99278E-03
 6.68433E+00	 1.73989E-03
 6.68456E+00	 1.54912E-03
 6.68479E+00	 1.60697E-03
 6.68502E+00	 1.66523E-03
 6.68525E+00	 1.72514E-03
 6.68548E+00	 1.80387E-03
 6.68571E+00	 1.91843E-03
 6.68594E+00	 2.28029E-03
 6.68617E+00	 2.68599E-03
 6.68640E+00	 3.34973E-03
 6.68663E+00	 4.53099E-03
 6.68686E+00	 5.73565E-03
 6.68709E+00	 7.79490E-03
 6.68731E+00	 1.02668E-02
 6.68754E+00	 1.27685E-02
 6.68777E+00	 1.53320E-02
 6.68800E+00	 1.79114E-02
 6.68823E+00	 1.91081E-02
 6.68846E+00	 1.84509E-02
 6.68869E+00	 1.74857E-02
 6.68892E+00	 1.52521E-02
 6.68915E+00	 1.23652E-02
 6.68938E+00	 9.71559E-03
 6.68961E+00	 7.71002E-03
 6.68984E+00	 5.92011E-03
 6.69007E+00	 4.58184E-03
 6.69030E+00	 3.67936E-03
 6.69053E+00	 2.99833E-03
 6.69076E+00	 2.64919E-03
 6.69099E+00	 2.46039E-03
 6.69122E+00	 2.24623E-03
 6.69145E+00	 2.09377E-03
 6.69168E+00	 1.96451E-03
 6.69191E+00	 1.83965E-03
 6.69214E+00	 1.67676E-03
 6.69237E+00	 1.54388E-03
 6.69260E+00	 1.43558E-03
 6.69283E+00	 1.34911E-03
 6.69306E+00	 1.27853E-03
 6.69329E+00	 1.21154E-03
 6.69352E+00	 1.13848E-03
 6.69375E+00	 1.05684E-03
 6.69398E+00	 9.52569E-04
 6.69421E+00	 8.69168E-04
 6.69444E+00	 7.95871E-04
 6.69467E+00	 7.39179E-04
 6.69490E+00	 6.89666E-04
 6.69513E+00	 6.54060E-04
 6.69536E+00	 6.11914E-04
 6.69559E+00	 5.68867E-04
 6.69582E+00	 5.29788E-04
 6.69605E+00	 4.84386E-04
 6.69628E+00	 4.42273E-04
 6.69651E+00	 4.01961E-04
 6.69674E+00	 3.60706E-04
 6.69697E+00	 3.32842E-04
 6.69720E+00	 3.22989E-04
 6.69743E+00	 3.12875E-04
 6.69766E+00	 3.10088E-04
 6.69789E+00	 3.15709E-04
 6.69812E+00	 3.20068E-04
 6.69835E+00	 3.36008E-04
 6.69858E+00	 3.53315E-04
 6.69880E+00	 3.68528E-04
 6.69903E+00	 3.82392E-04
 6.69926E+00	 3.91885E-04
 6.69949E+00	 3.82394E-04
 6.69972E+00	 3.72595E-04
 6.69995E+00	 3.75148E-04
 6.70018E+00	 3.89669E-04
 6.70041E+00	 4.04335E-04
 6.70064E+00	 4.52394E-04
 6.70087E+00	 5.06725E-04
 6.70110E+00	 5.51692E-04
 6.70133E+00	 5.60069E-04
 6.70156E+00	 5.68497E-04
 6.70179E+00	 5.81840E-04
 6.70202E+00	 5.99808E-04
 6.70225E+00	 6.17664E-04
 6.70248E+00	 6.38768E-04
 6.70271E+00	 6.59415E-04
 6.70294E+00	 6.76854E-04
 6.70317E+00	 6.80755E-04
 6.70340E+00	 6.84645E-04
 6.70363E+00	 6.82758E-04
 6.70386E+00	 6.77202E-04
 6.70409E+00	 6.72548E-04
 6.70432E+00	 6.50242E-04
 6.70455E+00	 6.24029E-04
 6.70478E+00	 5.94467E-04
 6.70501E+00	 5.61831E-04
 6.70524E+00	 5.29116E-04
 6.70547E+00	 5.15898E-04
 6.70570E+00	 5.12247E-04
 6.70593E+00	 5.05403E-04
 6.70616E+00	 5.12754E-04
 6.70639E+00	 5.21866E-04
 6.70662E+00	 5.47720E-04
 6.70685E+00	 5.90492E-04
 6.70708E+00	 6.33311E-04
 6.70731E+00	 6.52808E-04
 6.70754E+00	 6.57481E-04
 6.70777E+00	 6.71263E-04
 6.70800E+00	 7.19887E-04
 6.70823E+00	 7.70151E-04
 6.70846E+00	 8.05708E-04
 6.70869E+00	 8.32211E-04
 6.70892E+00	 8.61733E-04
 6.70915E+00	 9.22079E-04
 6.70937E+00	 9.97779E-04
 6.70960E+00	 1.05033E-03
 6.70983E+00	 1.11295E-03
 6.71006E+00	 1.17482E-03
 6.71029E+00	 1.21298E-03
 6.71052E+00	 1.21346E-03
 6.71075E+00	 1.22561E-03
 6.71098E+00	 1.21498E-03
 6.71121E+00	 1.18760E-03
 6.71144E+00	 1.15836E-03
 6.71167E+00	 1.16087E-03
 6.71190E+00	 1.15272E-03
 6.71213E+00	 1.12024E-03
 6.71236E+00	 1.06704E-03
 6.71259E+00	 9.90437E-04
 6.71282E+00	 9.04819E-04
 6.71305E+00	 8.18059E-04
 6.71328E+00	 7.34843E-04
 6.71351E+00	 6.23192E-04
 6.71374E+00	 5.38352E-04
 6.71397E+00	 4.82249E-04
 6.71420E+00	 4.61963E-04
 6.71443E+00	 4.92440E-04
 6.71466E+00	 5.74618E-04
 6.71489E+00	 7.06786E-04
 6.71512E+00	 8.66610E-04
 6.71535E+00	 1.09493E-03
 6.71558E+00	 1.42457E-03
 6.71581E+00	 1.81253E-03
 6.71604E+00	 2.35089E-03
 6.71627E+00	 3.01745E-03
 6.71650E+00	 3.97093E-03
 6.71673E+00	 5.18856E-03
 6.71696E+00	 6.46912E-03
 6.71719E+00	 8.05059E-03
 6.71742E+00	 9.82474E-03
 6.71765E+00	 1.14932E-02
 6.71788E+00	 1.28499E-02
 6.71811E+00	 1.41102E-02
 6.71834E+00	 1.51166E-02
 6.71857E+00	 1.56361E-02
 6.71880E+00	 1.61411E-02
 6.71903E+00	 1.64054E-02
 6.71926E+00	 1.65412E-02
 6.71949E+00	 1.64219E-02
 6.71972E+00	 1.53870E-02
 6.71994E+00	 1.42301E-02
 6.72017E+00	 1.27777E-02
 6.72040E+00	 1.10860E-02
 6.72063E+00	 9.44287E-03
 6.72086E+00	 8.88933E-03
 6.72109E+00	 8.61142E-03
 6.72132E+00	 8.74961E-03
 6.72155E+00	 1.05001E-02
 6.72178E+00	 1.22575E-02
 6.72201E+00	 1.45046E-02
 6.72224E+00	 1.68410E-02
 6.72247E+00	 1.90315E-02
 6.72270E+00	 1.86222E-02
 6.72293E+00	 1.80624E-02
 6.72316E+00	 1.69006E-02
 6.72339E+00	 1.48223E-02
 6.72362E+00	 1.27365E-02
 6.72385E+00	 1.21733E-02
 6.72408E+00	 1.21125E-02
 6.72431E+00	 1.25099E-02
 6.72454E+00	 1.59071E-02
 6.72477E+00	 1.93172E-02
 6.72500E+00	 2.44218E-02
 6.72523E+00	 3.11891E-02
 6.72546E+00	 3.79722E-02
 6.72569E+00	 4.38971E-02
 6.72592E+00	 4.98033E-02
 6.72615E+00	 5.37558E-02
 6.72638E+00	 5.20994E-02
 6.72661E+00	 5.04322E-02
 6.72684E+00	 4.54881E-02
 6.72707E+00	 3.85263E-02
 6.72730E+00	 3.17052E-02
 6.72753E+00	 2.63435E-02
 6.72776E+00	 2.11616E-02
 6.72799E+00	 1.80297E-02
 6.72822E+00	 1.79651E-02
 6.72845E+00	 1.79902E-02
 6.72868E+00	 2.11376E-02
 6.72891E+00	 2.54333E-02
 6.72914E+00	 2.98125E-02
 6.72937E+00	 3.38558E-02
 6.72960E+00	 3.78298E-02
 6.72983E+00	 3.83273E-02
 6.73006E+00	 3.57455E-02
 6.73029E+00	 3.25692E-02
 6.73052E+00	 2.72953E-02
 6.73075E+00	 2.14279E-02
 6.73098E+00	 1.65646E-02
 6.73120E+00	 1.33298E-02
 6.73143E+00	 1.03958E-02
 6.73166E+00	 8.50080E-03
 6.73189E+00	 7.26419E-03
 6.73212E+00	 6.22977E-03
 6.73235E+00	 5.50697E-03
 6.73258E+00	 4.89623E-03
 6.73281E+00	 4.39131E-03
 6.73304E+00	 3.99805E-03
 6.73327E+00	 3.72372E-03
 6.73350E+00	 3.65891E-03
 6.73373E+00	 3.66436E-03
 6.73396E+00	 3.67702E-03
 6.73419E+00	 3.74947E-03
 6.73442E+00	 3.84680E-03
 6.73465E+00	 3.85045E-03
 6.73488E+00	 4.01301E-03
 6.73511E+00	 4.23068E-03
 6.73534E+00	 4.44899E-03
 6.73557E+00	 4.58810E-03
 6.73580E+00	 4.79314E-03
 6.73603E+00	 5.05756E-03
 6.73626E+00	 5.38505E-03
 6.73649E+00	 5.74187E-03
 6.73672E+00	 6.10599E-03
 6.73695E+00	 6.42544E-03
 6.73718E+00	 6.69922E-03
 6.73741E+00	 6.84686E-03
 6.73764E+00	 6.93316E-03
 6.73787E+00	 6.91581E-03
 6.73810E+00	 6.76510E-03
 6.73833E+00	 6.58446E-03
 6.73856E+00	 6.46239E-03
 6.73879E+00	 6.38666E-03
 6.73902E+00	 6.31745E-03
 6.73925E+00	 6.28873E-03
 6.73948E+00	 6.28428E-03
 6.73971E+00	 6.27400E-03
 6.73994E+00	 6.27622E-03
 6.74017E+00	 6.28053E-03
 6.74040E+00	 6.34583E-03
 6.74063E+00	 6.42070E-03
 6.74086E+00	 6.60736E-03
 6.74109E+00	 7.03311E-03
 6.74132E+00	 7.46901E-03
 6.74155E+00	 7.78625E-03
 6.74178E+00	 7.91565E-03
 6.74200E+00	 7.75253E-03
 6.74223E+00	 6.65944E-03
 6.74246E+00	 4.83102E-03
 6.74269E+00	 3.25802E-03
 6.74292E+00	 2.64137E-03
 6.74315E+00	 2.27203E-03
 6.74338E+00	 1.97468E-03
 6.74361E+00	 1.71778E-03
 6.74384E+00	 1.46383E-03
 6.74407E+00	 1.35598E-03
 6.74430E+00	 1.25537E-03
 6.74453E+00	 1.17810E-03
 6.74476E+00	 1.15797E-03
 6.74499E+00	 1.13799E-03
 6.74522E+00	 1.13514E-03
 6.74545E+00	 1.14236E-03
 6.74568E+00	 1.15131E-03
 6.74591E+00	 1.22418E-03
 6.74614E+00	 1.29647E-03
 6.74637E+00	 1.38235E-03
 6.74660E+00	 1.49386E-03
 6.74683E+00	 1.60428E-03
 6.74706E+00	 1.66458E-03
 6.74729E+00	 1.71009E-03
 6.74752E+00	 1.73882E-03
 6.74775E+00	 1.66230E-03
 6.74798E+00	 1.58682E-03
 6.74821E+00	 1.49136E-03
 6.74844E+00	 1.36317E-03
 6.74867E+00	 1.23645E-03
 6.74890E+00	 1.12567E-03
 6.74913E+00	 1.02182E-03
 6.74936E+00	 9.28234E-04
 6.74959E+00	 8.58074E-04
 6.74982E+00	 7.88484E-04
 6.75005E+00	 7.37683E-04
 6.75028E+00	 6.98405E-04
 6.75051E+00	 6.61362E-04
 6.75074E+00	 6.19641E-04
 6.75097E+00	 5.75232E-04
 6.75120E+00	 5.28281E-04
 6.75143E+00	 5.17970E-04
 6.75166E+00	 5.08268E-04
 6.75189E+00	 4.98845E-04
 6.75212E+00	 4.87586E-04
 6.75235E+00	 4.83278E-04
 6.75258E+00	 4.76622E-04
 6.75281E+00	 4.68009E-04
 6.75304E+00	 4.64836E-04
 6.75326E+00	 4.58547E-04
 6.75349E+00	 4.49254E-04
 6.75372E+00	 4.43431E-04
 6.75395E+00	 4.47163E-04
 6.75418E+00	 4.43446E-04
 6.75441E+00	 4.32718E-04
 6.75464E+00	 4.22697E-04
 6.75487E+00	 4.19882E-04
 6.75510E+00	 4.26172E-04
 6.75533E+00	 4.54342E-04
 6.75556E+00	 5.07809E-04
 6.75579E+00	 5.84196E-04
 6.75602E+00	 6.94847E-04
 6.75625E+00	 8.39473E-04
 6.75648E+00	 1.00947E-03
 6.75671E+00	 1.19882E-03
 6.75694E+00	 1.42016E-03
 6.75717E+00	 1.65442E-03
 6.75740E+00	 1.90035E-03
 6.75763E+00	 2.15620E-03
 6.75786E+00	 2.40493E-03
 6.75809E+00	 2.64998E-03
 6.75832E+00	 2.86768E-03
 6.75855E+00	 3.05497E-03
 6.75878E+00	 3.11172E-03
 6.75901E+00	 3.13268E-03
 6.75924E+00	 3.11352E-03
 6.75947E+00	 3.07118E-03
 6.75970E+00	 3.04287E-03
 6.75993E+00	 3.21444E-03
 6.76016E+00	 3.45925E-03
 6.76039E+00	 3.70282E-03
 6.76062E+00	 3.90305E-03
 6.76085E+00	 4.03611E-03
 6.76108E+00	 3.98175E-03
 6.76131E+00	 3.57542E-03
 6.76154E+00	 3.13810E-03
 6.76177E+00	 2.60457E-03
 6.76200E+00	 2.09114E-03
 6.76223E+00	 1.61444E-03
 6.76246E+00	 1.31384E-03
 6.76269E+00	 1.03149E-03
 6.76292E+00	 8.15249E-04
 6.76315E+00	 7.09075E-04
 6.76338E+00	 6.03869E-04
 6.76361E+00	 5.37814E-04
 6.76383E+00	 4.97414E-04
 6.76406E+00	 4.57822E-04
 6.76429E+00	 4.53094E-04
 6.76452E+00	 4.51816E-04
 6.76475E+00	 4.77084E-04
 6.76498E+00	 5.15818E-04
 6.76521E+00	 5.54076E-04
 6.76544E+00	 5.89781E-04
 6.76567E+00	 6.32263E-04
 6.76590E+00	 6.83362E-04
 6.76613E+00	 7.72633E-04
 6.76636E+00	 8.61263E-04
 6.76659E+00	 1.01656E-03
 6.76682E+00	 1.22298E-03
 6.76705E+00	 1.42800E-03
 6.76728E+00	 1.79708E-03
 6.76751E+00	 2.17373E-03
 6.76774E+00	 2.61390E-03
