 200
       5.0000000 6.56786e+006
       30.100503 1.89119e+008
       55.201005 5.00495e+008
       80.301508 8.28241e+008
       105.40201 1.11272e+009
       130.50251 1.33085e+009
       155.60302 1.48228e+009
       180.70352 1.57264e+009
       205.80402 1.61669e+009
       230.90452 1.62315e+009
       256.00503 1.60392e+009
       281.10553 1.56470e+009
       306.20603 1.51234e+009
       331.30653 1.45035e+009
       356.40704 1.38177e+009
       381.50754 1.30921e+009
       406.60804 1.23485e+009
       431.70854 1.16036e+009
       456.80905 1.08694e+009
       481.90955 1.01531e+009
       507.01005 9.45728e+008
       532.11055 8.80073e+008
       557.21106 8.17603e+008
       582.31156 7.57468e+008
       607.41206 7.02617e+008
       632.51256 6.50201e+008
       657.61307 6.01306e+008
       682.71357 5.56140e+008
       707.81407 5.13198e+008
       732.91457 4.74368e+008
       758.01508 4.37170e+008
       783.11558 4.03577e+008
       808.21608 3.71772e+008
       833.31658 3.42321e+008
       858.41709 3.15488e+008
       883.51759 2.89198e+008
       908.61809 2.66880e+008
       933.71859 2.44562e+008
       958.81910 2.24674e+008
       983.91960 2.06414e+008
       1009.0201 1.88155e+008
       1034.1206 1.73126e+008
       1059.2211 1.58473e+008
       1084.3216 1.43821e+008
       1109.4221 1.32323e+008
       1134.5226 1.20831e+008
       1159.6231 1.09339e+008
       1184.7236 1.00274e+008
       1209.8241 9.14994e+007
       1234.9246 8.27248e+007
       1260.0251 7.52345e+007
       1285.1256 6.87388e+007
       1310.2261 6.22431e+007
       1335.3266 5.57470e+007
       1360.4271 5.10935e+007
       1385.5276 4.64488e+007
       1410.6281 4.18043e+007
       1435.7286 3.74062e+007
       1460.8291 3.42110e+007
       1485.9296 3.10159e+007
       1511.0302 2.78207e+007
       1536.1307 2.47020e+007
       1561.2312 2.25952e+007
       1586.3317 2.04882e+007
       1611.4322 1.83813e+007
       1636.5327 1.62743e+007
       1661.6332 1.46943e+007
       1686.7337 1.33672e+007
       1711.8342 1.20402e+007
       1736.9347 1.07132e+007
       1762.0352 9.38624e+006
       1787.1357 8.57226e+006
       1812.2362 7.77683e+006
       1837.3367 6.98141e+006
       1862.4372 6.18592e+006
       1887.5377 5.39049e+006
       1912.6382 4.90945e+006
       1937.7387 4.45728e+006
       1962.8392 4.00510e+006
       1987.9397 3.55297e+006
       2013.0402 3.10079e+006
       2038.1407 2.75402e+006
       2063.2412 2.51118e+006
       2088.3417 2.26831e+006
       2113.4422 2.02546e+006
       2138.5427 1.78259e+006
       2163.6432 1.53974e+006
       2188.7437 1.38120e+006
       2213.8442 1.25843e+006
       2238.9447 1.13566e+006
       2264.0452 1.01289e+006
       2289.1457      890112.
       2314.2462      767346.
       2339.3467      675834.
       2364.4472      617654.
       2389.5477      559474.
       2414.6482      501294.
       2439.7487      443114.
       2464.8492      384934.
       2489.9497      326754.
       2515.0503      295128.
       2540.1508      269395.
       2565.2513      243661.
       2590.3518      217928.
       2615.4523      192194.
       2640.5528      166461.
       2665.6533      140728.
       2690.7538      125209.
       2715.8543      114634.
       2740.9548      104059.
       2766.0553      93485.4
       2791.1558      82910.0
       2816.2563      72336.0
       2841.3568      61760.7
       2866.4573      51287.8
       2891.5578      47270.7
       2916.6583      43253.6
       2941.7588      39236.5
       2966.8593      35219.9
       2991.9598      31202.8
       3017.0603      27185.7
       3042.1608      23168.6
       3067.2613      19151.4
       3092.3618      17243.5
       3117.4623      15840.4
       3142.5628      14437.0
       3167.6633      13033.8
       3192.7638      11630.6
       3217.8643      10227.5
       3242.9648      8824.29
       3268.0653      7421.12
       3293.1658      6025.39
       3318.2663      5577.24
       3343.3668      5129.15
       3368.4673      4681.00
       3393.5678      4232.91
       3418.6683      3784.76
       3443.7688      3336.68
       3468.8693      2888.52
       3493.9698      2440.44
       3519.0704      1992.29
       3544.1709      1727.44
       3569.2714      1597.39
       3594.3719      1467.37
       3619.4724      1337.32
       3644.5729      1207.28
       3669.6734      1077.25
       3694.7739      947.210
       3719.8744      817.165
       3744.9749      687.140
       3770.0754      557.095
       3795.1759      471.850
       3820.2764      437.785
       3845.3769      403.726
       3870.4774      369.661
       3895.5779      335.596
       3920.6784      301.531
       3945.7789      267.472
       3970.8794      233.407
       3995.9799      199.342
       4021.0804      165.277
       4046.1809      131.218
       4071.2814      113.584
       4096.3819      105.585
       4121.4824      97.5881
       4146.5829      89.5910
       4171.6834      81.5939
       4196.7839      73.5968
       4221.8844      65.5983
       4246.9849      57.6013
       4272.0854      49.6042
       4297.1859      41.6071
       4322.2864      33.6086
       4347.3869      25.7069
       4372.4874      24.0367
       4397.5879      22.3667
       4422.6884      20.6965
       4447.7889      19.0262
       4472.8894      17.3563
       4497.9899      15.6860
       4523.0905      14.0161
       4548.1910      12.3458
       4573.2915      10.6755
       4598.3920      9.00559
       4623.4925      7.33533
       4648.5930      5.66507
       4673.6935      4.76386
       4698.7940      4.45612
       4723.8945      4.14844
       4748.9950      3.84071
       4774.0955      3.53297
       4799.1960      3.22523
       4824.2965      2.91755
       4849.3970      2.60981
       4874.4975      2.30207
       4899.5980      1.99440
       4924.6985      1.68666
       4949.7990      1.37892
       4974.8995      1.07124
       5000.0000     0.819955
